Country and areas,Income Group,ISO code,Region,Sub-region,Survey year,Year*,Corr - UW vs Stunt,Corr - UW vs Wast,Corr UW vs SW,Overweight,Rural,Severe wasting,Stunting,Survey sample size (N),Type of Impacts,Under 5 population,Under 5 Stunt,Underweight,Urban,Wasting
MALI,Low Income,MLI,Africa,Western Africa,1987,1987,,,,0.5,6.5,3.2,35.8,1525,11.3,1503.189,0.023816034,28.6,6.5,11.3
MALI,Low Income,MLI,Africa,Western Africa,1995-96,1996,,,,2.3,,9.8,39.9,4987,22,1867.412,0.021366469,37.7,,22
MALI,Low Income,MLI,Africa,Western Africa,2001,2001,,,,3.0949724,4.7,4.2458968,42.488365,10568.036,12.582548,2143.647,0.019820598,29.969814,4.5,12.582548
MALI,Low Income,MLI,Africa,Western Africa,2006,2006,,,,4.6542187,3.4,6.1203833,37.602566,12601.529,15.447709,2573.997,0.014608629,27.941652,3.7,15.447709
MALI,Low Income,MLI,Africa,Western Africa,2009-10,2010,,,,1.0090907,1,2.1663764,27.808958,22934.24,9.0496693,2931.546,0.009486107,19.065004,0,9.0496693
MALI,Low Income,MLI,Africa,Western Africa,2015,2015,,,,1.9383739,0.8,3.3590772,30.420599,14940.897,13.491384,3274.146,0.009291155,25.002998,1.3,13.491384
MARSHALL ISLANDS,Upper Middle Income,MHL,Oceania,Micronesia,2017,2017,,,,4.0851078,1.7,1.1074677,34.780201,875.90375,3.5462153,1,34.780201,11.851914,1,3.5462153
MAURITANIA,Lower Middle Income,MRT,Africa,Western Africa,1988,1988,,,,,,,40.2,931,19.1,336.885,0.119328554,,,19.1
MAURITANIA,Lower Middle Income,MRT,Africa,Western Africa,1990,1990,,,,6.7617536,,8.029582,54.563202,4294,17.353407,353.026,0.154558593,43.083374,,17.353407
MAURITANIA,Lower Middle Income,MRT,Africa,Western Africa,1995-96,1996,,,,,8.3,,49.8,3733,8.7,405.332,0.122862246,20.3,7.7,8.7
MAURITANIA,Lower Middle Income,MRT,Africa,Western Africa,2000-01,2000,,,,3.8205423,0.6,7.2024322,38.563419,3823.6914,15.277925,447.058,0.086260438,29.678587,0.7,15.277925
MAURITANIA,Lower Middle Income,MRT,Africa,Western Africa,2007,2007,,,,2.3183374,1.3,3.8153358,31.480431,8106.582,13.608151,526.951,0.059740718,25.452688,1,13.608151
MAURITANIA,Lower Middle Income,MRT,Africa,Western Africa,2008,2008,,,,1,1.2,1.1,23,6338,8.1,539.113,0.04266267,15.9,0.6,8.1
MAURITANIA,Lower Middle Income,MRT,Africa,Western Africa,2011,2011,,,,3.0791869,1,9.0089626,29.726177,8526.9082,18.111729,581.069,0.05115774,27.653259,0.8,18.111729
MAURITANIA,Lower Middle Income,MRT,Africa,Western Africa,2012,2012,,,,1.2,1.4,1.9,22,6569,11.6,596.372,0.036889727,19.5,0.8,11.6
MAURITANIA,Lower Middle Income,MRT,Africa,Western Africa,2015,2015,,,,1.2852849,0.8,3.504349,27.908867,9925.9766,14.829471,640.167,0.043596229,24.860281,0.5,14.829471
MAURITIUS,Upper Middle Income,MUS,Africa,Eastern Africa,1985,1985,,,,8.8,1.3,,27.3,2430,18.3,104.341,0.261642116,21.1,0.3,18.3
MAURITIUS,Upper Middle Income,MUS,Africa,Eastern Africa,1995,1995,,,,6.5,0.4,,13.6,1537,15.7,111.011,0.122510382,13,0.4,15.7
MEXICO,Upper Middle Income,MEX,Latin America and the Caribbean,Central America,1988,1988,,,,6.1,0.5,,28.7,7422,7.4,11393.074,0.002519074,12.4,0.5,7.4
MEXICO,Upper Middle Income,MEX,Latin America and the Caribbean,Central America,1989,1989,,,,11,0.7,1.7,26,14932,6.1,11447.713,0.002271196,9.6,0.2,6.1
MEXICO,Upper Middle Income,MEX,Latin America and the Caribbean,Central America,1996,1996,,,,,0.3,,25.8,31601,8.5,11885.227,0.002170762,10.3,0.1,8.5
MEXICO,Upper Middle Income,MEX,Latin America and the Caribbean,Central America,1998-99,1998,,,,7.4904709,0.3,0.67391241,21.35688,10125945,2.0312278,11995.837,0.001780358,5.6275635,0.2,2.0312278
MEXICO,Upper Middle Income,MEX,Latin America and the Caribbean,Central America,2006,2006,,,,7.4650364,0.2,0.44404966,15.458749,9400075,2.0182393,11623.607,0.001329944,3.4480577,0.6,2.0182393
MEXICO,Upper Middle Income,MEX,Latin America and the Caribbean,Central America,2011-12,2012,,,,9.000968,0.2,0.4166263,13.637103,10747724,1.5954932,11459.499,0.001190026,2.8219655,0.2,1.5954932
MEXICO,Upper Middle Income,MEX,Latin America and the Caribbean,Central America,2015,2015,,,,5.2032418,0.3,0.37448841,12.376942,7806.2651,1.0346166,11533.065,0.00107317,3.8539391,0.2,1.0346166
MEXICO,Upper Middle Income,MEX,Latin America and the Caribbean,Central America,2016,2016,,,,5.3130994,0.3,0.28121731,10.02702,11093877,1.9877002,11581.28,0.000865795,4.2136269,0.2,1.9877002
MONGOLIA,Lower Middle Income,MNG,Asia,Eastern Asia,1992,1992,,,,,0.5,,33.1,1679,2.4,326.292,0.101442879,11.8,0.1,2.4
MONGOLIA,Lower Middle Income,MNG,Asia,Eastern Asia,1999,1999,,,,7,0.2,1.9,30.1,4146,4.3,239.324,0.125770921,10.8,0.2,4.3
MONGOLIA,Lower Middle Income,MNG,Asia,Eastern Asia,2000,2000,,,,12.665179,,3.0204222,29.767757,5918,7.1048565,233.94,0.127245264,11.591754,,7.1048565
MONGOLIA,Lower Middle Income,MNG,Asia,Eastern Asia,2004,2004,,,,6.1,,0.1,23.5,1247,0.6,219.177,0.107219279,4.8,,0.6
MONGOLIA,Lower Middle Income,MNG,Asia,Eastern Asia,2005,2005,,,,14.164761,,1.1275003,27.478212,3357.1833,2.714545,221.603,0.123997473,5.2942219,,2.714545
MONGOLIA,Lower Middle Income,MNG,Asia,Eastern Asia,2010,2010,,,,6.6628485,,0.63722914,15.49982,21390978,1.8600913,280.317,0.055293899,4.6888008,,1.8600913
MONGOLIA,Lower Middle Income,MNG,Asia,Eastern Asia,2013,2013,,,,10.488022,,0.36959207,10.810243,5743.6436,0.98874468,337.111,0.03206731,1.5555674,,0.98874468
MONGOLIA,Lower Middle Income,MNG,Asia,Eastern Asia,2016,2016,,,,11.703706,,0.49807522,7.2517247,2243.186,1.2703221,367.586,0.019727968,0.86027908,,1.2703221
MONTENEGRO,Upper Middle Income,MNE,Europe,Southern Europe,2005-06,2005,,,,15.5755,,2.1529191,7.9162025,891.26038,4.2324061,40.302,0.196422076,2.1957715,,4.2324061
MONTENEGRO,Upper Middle Income,MNE,Europe,Southern Europe,2013,2013,,,,22.302488,3.4,1.2147317,9.3939915,1391.9755,2.803514,38.514,0.243911084,0.98194152,4.5,2.803514
MOROCCO,Lower Middle Income,MAR,Africa,Northern Africa,1987,1987,,,,5.6277862,1.7,1.4858841,30.999538,4404,3.9190192,3543.885,0.008747332,10.44505,1.1,3.9190192
MOROCCO,Lower Middle Income,MAR,Africa,Northern Africa,1992,1992,,,,10.775956,,1.1147541,30.136988,4649,2.6448088,3344.383,0.009011225,8.0662508,,2.6448088
MOROCCO,Lower Middle Income,MAR,Africa,Northern Africa,1996-97,1997,,,,13.655287,,2.0260892,28.932894,3653,4.7460446,3283.03,0.008812863,7.7196822,,4.7460446
MOROCCO,Lower Middle Income,MAR,Africa,Northern Africa,2003-04,2003,,,,13.311609,,4.9711781,23.09417,5601.9004,10.769781,3037.949,0.007601895,9.8302107,,10.769781
MOROCCO,Lower Middle Income,MAR,Africa,Northern Africa,2010-11,2011,,,,10.758891,,0.97067702,14.881968,6872.5879,2.2999997,3212.909,0.00463193,2.9128911,,2.2999997
MOZAMBIQUE,Low Income,MOZ,Africa,Eastern Africa,1995,1995,,,,,2.4,,59.9,4586,9.6,2840.304,0.021089292,23.9,3.7,9.6
MOZAMBIQUE,Low Income,MOZ,Africa,Eastern Africa,1997,1997,,,,5.9,4.3,4.3,48.7,3621,9.8,3051.434,0.015959709,26.3,7.4,9.8
MOZAMBIQUE,Low Income,MOZ,Africa,Eastern Africa,2000-01,2001,,,,8.8449726,2.3,3.5594118,50.659721,1868603.5,8.0830603,3401.709,0.014892432,24.529146,2.5,8.0830603
MOZAMBIQUE,Low Income,MOZ,Africa,Eastern Africa,2003,2003,,,,6.2987247,,2.1037033,46.944565,9052.1914,5.4161429,3613.88,0.012990073,21.159109,,5.4161429
MOZAMBIQUE,Low Income,MOZ,Africa,Eastern Africa,2008,2008,,,,3.6263387,1.1,1.3043331,43.53693,10691.368,4.1872654,4145.28,0.010502772,18.206865,3.4,4.1872654
MOZAMBIQUE,Low Income,MOZ,Africa,Eastern Africa,2011,2011,,,,7.843986,1,2.3766463,42.943184,10696.473,6.1450839,4443.616,0.009664018,15.598475,0.9,6.1450839
MYANMAR,Lower Middle Income,MMR,Asia,South-Eastern Asia,1990,1990,,,,,1,,,5899,,5165.424,,32.5,1.8,
MYANMAR,Lower Middle Income,MMR,Asia,South-Eastern Asia,1991,1991,,,,,0.9,,53.6,5540,12.7,5064.125,0.010584257,37,0.9,12.7
MYANMAR,Lower Middle Income,MMR,Asia,South-Eastern Asia,1994,1994,,,,,4.1,,58.7,5994,9.2,4912.187,0.011949871,31.2,6.8,9.2
MYANMAR,Lower Middle Income,MMR,Asia,South-Eastern Asia,1995,1995,,,,,2.1,,,19908,,4896.417,,38.7,1.9,
MYANMAR,Lower Middle Income,MMR,Asia,South-Eastern Asia,1997,1997,,,,9.7,2,,55.4,4894,9.6,4929.849,0.011237667,28.1,2.5,9.6
MYANMAR,Lower Middle Income,MMR,Asia,South-Eastern Asia,2000,2000,,,,2.3928416,8.3,2.9037511,40.831581,8492.1826,10.690495,5057.418,0.008073602,30.043978,6.5,10.690495
MYANMAR,Lower Middle Income,MMR,Asia,South-Eastern Asia,2003,2003,,,,2.4,2,2.9,40.6,8452,10.7,5298.581,0.007662429,29.6,1.4,10.7
MYANMAR,Lower Middle Income,MMR,Asia,South-Eastern Asia,2009-10,2009,,,,2.6,,2.1,35.1,15430,7.9,5021.325,0.006990187,22.6,,7.9
MYANMAR,Lower Middle Income,MMR,Asia,South-Eastern Asia,2015-16,2016,,,,1.5061842,,1.3030753,29.367733,4203.9419,6.6252446,4537.81,0.006471786,18.548391,,6.6252446
NAMIBIA,Upper Middle Income,NAM,Africa,Southern Africa,1992,1992,,,,4.5431161,4.4,3.1606827,35.602455,2552.5137,9.6461039,249.936,0.142446286,21.442656,2.9,9.6461039
NAMIBIA,Upper Middle Income,NAM,Africa,Southern Africa,2000,2000,,,,3.2859564,4,3.0098405,29.324907,4272.5518,10.03983,276.686,0.105986233,20.19348,3,10.03983
NAMIBIA,Upper Middle Income,NAM,Africa,Southern Africa,2006-07,2007,,,,4.6680121,3.2,2.0499854,29.156971,5151.0625,7.5612144,281.507,0.103574586,17.354029,4.2,7.5612144
NAMIBIA,Upper Middle Income,NAM,Africa,Southern Africa,2013,2013,,,,3.9992023,3.4,2.7867117,22.716341,2609.719,7.1395526,317.961,0.071443797,13.157503,3.2,7.1395526
NAURU,Upper Middle Income,NRU,Oceania,Micronesia,2007,2007,,,,2.8,,0.2,24,267,1,1,24,4.8,,1
NEPAL,Low Income,NPL,Asia,Southern Asia,1995,1995,,,,,2.7,,68.2,6781,6,3350.507,0.020355128,42.6,2.5,6
NEPAL,Low Income,NPL,Asia,Southern Asia,1996,1996,,,,0.7,1.1,2.8,65.7,3972,12.6,3422.043,0.019199057,47.1,1.4,12.6
NEPAL,Low Income,NPL,Asia,Southern Asia,1997-98,1998,,,,0.4,2,1.4,61.1,17471,7.9,3523.677,0.017339841,38.2,2.5,7.9
NEPAL,Low Income,NPL,Asia,Southern Asia,2001,2001,,,,0.66933638,1.7,2.829803,57.075626,6356.3726,11.32216,3585.483,0.015918532,42.766926,2.2,11.32216
NEPAL,Low Income,NPL,Asia,Southern Asia,2006,2006,,,,0.61477143,2.2,2.6852634,49.227409,5195.2397,12.692603,3384.356,0.014545576,38.521896,1.4,12.692603
NEPAL,Low Income,NPL,Asia,Southern Asia,2011,2011,,,,1.5496086,,2.9273529,40.513847,2521.418,11.159647,3101.536,0.013062511,29.086649,,11.159647
NEPAL,Low Income,NPL,Asia,Southern Asia,2014,2014,,,,2.1182203,3.5,3.220602,37.468353,5154.5327,11.262582,2857.447,0.013112528,30.129787,2.6,11.262582
NEPAL,Low Income,NPL,Asia,Southern Asia,2016-17,2016,,,,1.1745914,1.6,1.9142061,36.020176,2476.6497,9.6360464,2756.281,0.013068398,27.245035,1.6,9.6360464
NICARAGUA,Lower Middle Income,NIC,Latin America and the Caribbean,Central America,1993,1993,,,,5.5027933,2.1,0.92178768,29.532082,3609,2.5418994,691.541,0.042704745,9.614852,2.4,2.5418994
NICARAGUA,Lower Middle Income,NIC,Latin America and the Caribbean,Central America,1997-98,1998,,,,6.9415951,,1.4647433,30.459446,6836.6245,3.3661287,676.981,0.044993059,10.342633,,3.3661287
NICARAGUA,Lower Middle Income,NIC,Latin America and the Caribbean,Central America,2001,2001,,,,7.175777,4.8,0.88547319,25.062716,5740.8008,2.3184288,660.342,0.037954145,7.6956949,7.1,2.3184288
NICARAGUA,Lower Middle Income,NIC,Latin America and the Caribbean,Central America,2003-05,2004,,,,5.2,5.2,0,18.8,1494,0.3,641.307,0.029315133,4.3,5,0.3
NICARAGUA,Lower Middle Income,NIC,Latin America and the Caribbean,Central America,2006-07,2006,,,,6.1578088,5.4,0.50831616,23.079271,12318.354,1.4666129,632.424,0.036493351,5.7133894,8.3,1.4666129
NICARAGUA,Lower Middle Income,NIC,Latin America and the Caribbean,Central America,2011-12,2012,,,,8.2683716,3.7,0.69571418,17.259342,10310.706,2.154655,625.669,0.02758542,4.6400905,5.3,2.154655
NIGER,Low Income,NER,Africa,Western Africa,1985,1985,,,,,5.4,,43.8,1672,25.3,1430.494,0.030618793,45,6.1,25.3
NIGER,Low Income,NER,Africa,Western Africa,1992,1992,,,,1.9982187,2.7,6.6626706,45.334892,4284.0674,18.773239,1726.497,0.026258309,38.723671,3.3,18.773239
NIGER,Low Income,NER,Africa,Western Africa,1998,1998,,,,1.1,,6.5,50.7,4204,19.8,2173.154,0.023330146,46.9,,19.8
NIGER,Low Income,NER,Africa,Western Africa,2000,2000,,,,1.6595162,,6.1104383,53.46006,4831.1455,16.218843,2342.97,0.022817219,43.059998,,16.218843
NIGER,Low Income,NER,Africa,Western Africa,2006,2006,,,,3.4557636,,4.3270373,54.768055,4388.7866,12.536493,2949.612,0.018567885,39.90844,,12.536493
NIGER,Low Income,NER,Africa,Western Africa,2012,2012,,,,3.06497,,6.730999,43.549263,5821.7544,18.233679,3667.929,0.011872984,37.974899,,18.233679
NIGER,Low Income,NER,Africa,Western Africa,2016,2016,,,,1.0982299,,2.098104,40.555103,1698329,10.113319,4217.879,0.009615047,31.386734,,10.113319
NIGERIA,Lower Middle Income,NGA,Africa,Western Africa,1990,1990,,,,3.2553844,5,4.4362063,48.671787,5854.147,11.663302,16808.704,0.00289563,33.136234,3.6,11.663302
NIGERIA,Lower Middle Income,NGA,Africa,Western Africa,1993,1993,,,,5.5,6.4,,43.8,2664,20.6,17839.139,0.002455275,35.1,3,20.6
NIGERIA,Lower Middle Income,NGA,Africa,Western Africa,2003,2003,,,,6.2409639,6.7,4.763896,42.513294,5218.9561,11.219798,23033.519,0.001845714,26.657639,4.7,11.219798
NIGERIA,Lower Middle Income,NGA,Africa,Western Africa,2007,2007,,,,13.292418,5.7,6.6568942,39.249172,13323.198,13.364027,25765.534,0.001523321,23.306683,4.7,13.364027
NIGERIA,Lower Middle Income,NGA,Africa,Western Africa,2008,2008,,,,10.379178,7.7,7.6834507,40.596931,23792.277,14.467442,26394.364,0.001538091,26.747046,8.9,14.467442
NIGERIA,Lower Middle Income,NGA,Africa,Western Africa,2011,2011,,,,2.8657689,3.7,4.6114879,35.835327,24172.898,11.57677,28404.179,0.001261622,25.357279,5.1,11.57677
NIGERIA,Lower Middle Income,NGA,Africa,Western Africa,2013,2013,,,,4.9713697,3.3,9.0227747,36.473351,28946.545,18.056944,29791.267,0.001224297,30.952572,6.2,18.056944
NIGERIA,Lower Middle Income,NGA,Africa,Western Africa,2014,2014,,,,1.8,1.4,2,32.9,19945,7.9,30461.065,0.001080067,19.8,1.3,7.9
NIGERIA,Lower Middle Income,NGA,Africa,Western Africa,2015,2015,,,,1.6,,1.8,32.9,,7.2,31109.161,0.001057566,19.4,,7.2
NIGERIA,Lower Middle Income,NGA,Africa,Western Africa,2016-17,2016,,,,1.5076854,12.4,2.9091978,43.575397,27398.102,10.786592,31801.515,0.00137023,31.498209,8.9,10.786592
NORTH MACEDONIA,Upper Middle Income,MKD,Europe,Southern Europe,1999,1999,,,,9.6,,0.4,8,1117,1.7,140.378,0.056988987,1.9,,1.7
NORTH MACEDONIA,Upper Middle Income,MKD,Europe,Southern Europe,2005,2005,,,,16.210934,,1.6806692,11.340612,4222.5059,3.3783026,124.035,0.091430741,1.8166217,,3.3783026
NORTH MACEDONIA,Upper Middle Income,MKD,Europe,Southern Europe,2011,2011,,,,12.413465,,0.23353215,4.9483523,1331.9603,1.8220558,110.937,0.044605067,1.2764289,,1.8220558
OMAN,High Income,OMN,Asia,Western Asia,1991,1991,,,,8.4,,,24.2,764,7.8,323.08,0.074904049,18.6,,7.8
OMAN,High Income,OMN,Asia,Western Asia,1994-95,1994,,,,1,3.7,0.8,21.1,639,7.2,316.531,0.066660138,10.4,3.2,7.2
OMAN,High Income,OMN,Asia,Western Asia,1999,1999,,,,1.6,,1.1,12.9,14076,7.3,288.705,0.044682288,11.3,,7.3
OMAN,High Income,OMN,Asia,Western Asia,2009,2009,,,,1.7,1.7,0.8,9.8,8105,7.1,275.056,0.035629108,8.6,2,7.1
OMAN,High Income,OMN,Asia,Western Asia,2014,2014,,,,4.4,0.8,2.4,14.1,,7.5,369.953,0.038112949,9.7,1,7.5
PAKISTAN,Lower Middle Income,PAK,Asia,Southern Asia,1985-87,1986,,,,7.8,1.4,,62.5,6707,24,16239.89,0.003848548,44.4,1.6,24
PAKISTAN,Lower Middle Income,PAK,Asia,Southern Asia,1990-91,1991,,,,5.4,1.2,4.8,54.5,4588,12.5,18961.337,0.00287427,39,0.5,12.5
PAKISTAN,Lower Middle Income,PAK,Asia,Southern Asia,1990-94,1992,,,,1.6,,5,42.7,3240,17.2,19244.166,0.002218854,35.3,,17.2
PAKISTAN,Lower Middle Income,PAK,Asia,Southern Asia,1995,1995,,,,,5,,,7368,,19550.139,,34.2,4.4,
PAKISTAN,Lower Middle Income,PAK,Asia,Southern Asia,2001,2001,,,,4.8,5.5,5.9,41.5,10027,14.2,20265.38,0.002047827,31.3,4.6,14.2
PAKISTAN,Lower Middle Income,PAK,Asia,Southern Asia,2011,2011,,,,6.4,7.2,5.7,43,29525,14.8,23272.258,0.001847694,30.9,3,14.8
PAKISTAN,Lower Middle Income,PAK,Asia,Southern Asia,2012-13,2013,,,,4.7579098,1.6,3.3370013,44.966488,3838.0601,10.459637,24171.491,0.001860311,31.849653,2,10.459637
PAKISTAN,Lower Middle Income,PAK,Asia,Southern Asia,2017-18,2018,,,,2.5,2.1,2.4,37.6,3622,7.1,25224.011,0.001490643,23.1,1.7,7.1
PANAMA,High Income,PAN,Latin America and the Caribbean,Central America,1997,1997,,,,6.2,5.5,0.4,21.5,2289,1.4,327.721,0.065604584,6.3,6,1.4
PANAMA,High Income,PAN,Latin America and the Caribbean,Central America,2003,2003,,,,11.093309,,0.44334802,23.719479,313164.75,1.6395282,350.213,0.067728722,5.3494468,,1.6395282
PANAMA,High Income,PAN,Latin America and the Caribbean,Central America,2008,2008,,,,9.6862907,5.7,0.34358773,19.017702,288852.53,1.2459303,360.627,0.052735103,3.9181616,5.7,1.2459303
PAPUA NEW GUINEA,Lower Middle Income,PNG,Oceania,Melanesia,1982-83,1983,,,,3.1,5.9,1.2,46,27510,5.5,601.519,0.076473062,22.8,6.7,5.5
PAPUA NEW GUINEA,Lower Middle Income,PNG,Oceania,Melanesia,2005,2005,,,,3.4,4.5,0.8,43.9,924,4.4,920.787,0.047676607,18.1,5.3,4.4
PAPUA NEW GUINEA,Lower Middle Income,PNG,Oceania,Melanesia,2009-11,2010,,,,13.716811,4.3,6.4423018,49.4543,945910.63,14.056143,983.166,0.050301068,27.827375,3.6,14.056143
PARAGUAY,Upper Middle Income,PRY,Latin America and the Caribbean,South America,1990,1990,,,,6.3081779,2.4,0.20725991,18.332455,3450.1479,0.56437165,653.506,0.028052466,2.7659893,2.7,0.56437165
PARAGUAY,Upper Middle Income,PRY,Latin America and the Caribbean,South America,2005,2005,,,,7.1,4.9,,17.5,483612,1.1,669.037,0.026156999,3.4,5.7,1.1
PARAGUAY,Upper Middle Income,PRY,Latin America and the Caribbean,South America,2011-12,2012,,,,11.345612,2.2,0.42271358,10.653932,558648,2.6035764,683.938,0.015577336,2.5780098,1.1,2.6035764
PARAGUAY,Upper Middle Income,PRY,Latin America and the Caribbean,South America,2016,2016,,,,12.437707,2.1,0.35971445,5.5974822,4427.7339,0.9620809,671.653,0.00833389,1.2896717,4.2,0.9620809
PERU,Upper Middle Income,PER,Latin America and the Caribbean,South America,1991-92,1991,,,,9.3426113,,0.59167987,37.339634,7205.2295,1.906841,3060.35,0.012201099,8.7742004,,1.906841
PERU,Upper Middle Income,PER,Latin America and the Caribbean,South America,1996,1996,,,,9.9215879,1.7,0.72575474,31.607342,13828.699,1.6259657,3063.74,0.010316588,5.6794477,2.2,1.6259657
PERU,Upper Middle Income,PER,Latin America and the Caribbean,South America,2000,2000,,,,11.827844,,0.42019811,31.282238,10710.362,1.1437354,3009.387,0.010394887,5.1542993,,1.1437354
PERU,Upper Middle Income,PER,Latin America and the Caribbean,South America,2005,2005,,,,9.0998154,2.5,0.11209554,29.246525,1911.5161,1.0493139,2960.998,0.009877253,5.3727484,2.3,1.0493139
PERU,Upper Middle Income,PER,Latin America and the Caribbean,South America,2007-08,2008,,,,9.9587412,,0.17520423,27.971972,7911.1582,0.78648424,2952.039,0.009475475,4.3076625,,0.78648424
PERU,Upper Middle Income,PER,Latin America and the Caribbean,South America,2009,2009,,,,10.270996,5.6,0.23717032,23.890825,9179.9248,0.60003078,2946.076,0.008109372,4.3096142,9.4,0.60003078
PERU,Upper Middle Income,PER,Latin America and the Caribbean,South America,2010,2010,,,,8.0218372,9.3,0.13906117,23.299541,8725.7861,0.70408022,2950.506,0.007896795,4.3067417,6.5,0.70408022
PERU,Upper Middle Income,PER,Latin America and the Caribbean,South America,2011,2011,,,,8.8371277,2,0.066872053,19.544876,8868.9863,0.3782624,2957.457,0.006608676,4.2169461,5.1,0.3782624
PERU,Upper Middle Income,PER,Latin America and the Caribbean,South America,2012,2012,,,,7.1928091,,0.10313495,18.351143,9189.9082,0.64728659,2972.648,0.006173332,3.4498305,,0.64728659
PERU,Upper Middle Income,PER,Latin America and the Caribbean,South America,2013,2013,,,,8.430397,,0.19685726,17.671267,8315.9863,0.43026665,2993.023,0.005904153,3.6369529,,0.43026665
PERU,Upper Middle Income,PER,Latin America and the Caribbean,South America,2014,2014,,,,8.7949057,10,0.090638563,14.816491,9163.6836,0.60186446,3010.662,0.00492134,3.2340164,4.2,0.60186446
PERU,Upper Middle Income,PER,Latin America and the Caribbean,South America,2015,2015,,,,8.205596,,0.10507531,14.709388,11141.345,0.61591256,3020.032,0.004870607,3.362915,,0.61591256
PERU,Upper Middle Income,PER,Latin America and the Caribbean,South America,2016,2016,,,,7.6586189,1.5,0.14141232,13.075956,10585.695,0.60579163,3032.582,0.004311823,3.1928155,1.6,0.60579163
PERU,Upper Middle Income,PER,Latin America and the Caribbean,South America,2017,2017,,,,8.0412712,,0.095724858,12.878624,9361.9375,0.51801294,3026.862,0.004254777,3.2019153,,0.51801294
PHILIPPINES,Lower Middle Income,PHL,Asia,South-Eastern Asia,1987,1987,,,,,2.1,,44.7,2250,5.7,8882.434,0.005032404,29.3,2.7,5.7
PHILIPPINES,Lower Middle Income,PHL,Asia,South-Eastern Asia,1989-90,1990,,,,,,,43.3,5629,6.9,9450.035,0.004581994,29.9,,6.9
PHILIPPINES,Lower Middle Income,PHL,Asia,South-Eastern Asia,1992,1992,,,,1.7,,,40.9,5858,8.8,9770.793,0.004185945,29.8,,8.8
PHILIPPINES,Lower Middle Income,PHL,Asia,South-Eastern Asia,1993,1993,,,,,,,38.9,4229,9.1,9868.664,0.00394177,26.3,,9.1
PHILIPPINES,Lower Middle Income,PHL,Asia,South-Eastern Asia,1998,1998,,,,1.9,,,38.3,24308,8,10441.047,0.003668214,28.3,,8
PHILIPPINES,Lower Middle Income,PHL,Asia,South-Eastern Asia,2003,2003,,,,2.4,5.7,1.6,33.8,3499,6,11250.61,0.003004282,20.7,3.4,6
PHILIPPINES,Lower Middle Income,PHL,Asia,South-Eastern Asia,2008,2008,,,,3.3,,2,32.3,18403,6.9,11155.915,0.002895325,20.7,,6.9
PHILIPPINES,Lower Middle Income,PHL,Asia,South-Eastern Asia,2011,2011,,,,4.3,,2.4,33.6,17309,7.3,11076.074,0.003033566,20.2,,7.3
PHILIPPINES,Lower Middle Income,PHL,Asia,South-Eastern Asia,2013-14,2013,,,,5,3.1,,30.3,,7.9,11240.688,0.002695565,19.9,2.6,7.9
PHILIPPINES,Lower Middle Income,PHL,Asia,South-Eastern Asia,2015,2015,,,,3.9,1.7,,33.4,,7.1,11434.444,0.002920999,21.5,1.5,7.1
POLAND,High Income,POL,Europe,Eastern Europe,2009,2009,,,,,2.1,,2.9,,,1972.211,0.001470431,,1.3,
POLAND,High Income,POL,Europe,Eastern Europe,2014,2014,,,,,1.9,,2.6,,,1950.715,0.001332845,,1.2,
QATAR,High Income,QAT,Asia,Western Asia,1995,1995,,,,10.4,1.4,,11.6,1180,2.1,49.998,0.23200928,4.8,0.9,2.1
REPUBLIC OF KOREA,High Income,KOR,Asia,Eastern Asia,2003,2003,,,,6.2,1.8,0.2,2.5,2040,0.9,2685.532,0.000930914,0.9,0.6,0.9
REPUBLIC OF KOREA,High Income,KOR,Asia,Eastern Asia,2008-11,2010,,,,7.3,2,0.1,2.5,1783845,1.2,2288.773,0.001092288,0.7,0.9,1.2
REPUBLIC OF MOLDOVA,Lower Middle Income,MDA,Europe,Eastern Europe,2005,2005,,,,8.8364697,2.6,2.3883388,10.678067,1581.2413,5.8955641,205.401,0.051986441,3.1737778,6,5.8955641
REPUBLIC OF MOLDOVA,Lower Middle Income,MDA,Europe,Eastern Europe,2012,2012,,,,4.8570552,1.7,0.45174426,6.4103551,1724.3936,1.9133915,225.609,0.028413561,2.1567776,2.2,1.9133915
ROMANIA,Upper Middle Income,ROU,Europe,Eastern Europe,1991,1991,,,,4,,,11.2,10957,3.3,1792.329,0.006248853,5,,3.3
ROMANIA,Upper Middle Income,ROU,Europe,Eastern Europe,1999,1999,,,,10.1,1.5,0.8,15.3,21103,3.6,1113.677,0.013738274,3.4,1.7,3.6
ROMANIA,Upper Middle Income,ROU,Europe,Eastern Europe,2000,2000,,,,8.9,,1.1,12.8,22225,4.3,1120.087,0.011427684,3.7,,4.3
ROMANIA,Upper Middle Income,ROU,Europe,Eastern Europe,2001,2001,,,,9.1,2.1,1,14,22667,3.9,1167.846,0.011987882,3.8,1.4,3.9
ROMANIA,Upper Middle Income,ROU,Europe,Eastern Europe,2002,2002,,,,8.3,2.9,0.7,12.8,15533,3.5,1165.17,0.010985521,3.5,6.5,3.5
RWANDA,Low Income,RWA,Africa,Eastern Africa,1992,1992,,,,3.9924033,2.3,1.8170294,56.788422,4498.2998,5.0179501,1161.152,0.048906967,24.211315,2.5,5.0179501
RWANDA,Low Income,RWA,Africa,Eastern Africa,1996,1996,,,,,2.1,,45.4,1115,11,757.452,0.059937791,22.6,4.9,11
